,0
795,citgo
796,citibank
797,citicorp
798,citicorp_cci
799,citizen
800,city
801,civil
802,clabir
803,claim
804,clark
805,class
806,class_action
807,class_b
808,class_common
809,clayton_yeutter
810,clear
811,clearance
812,clearing_bank
813,clearly
814,cleveland
815,clevite
816,client
817,climate
818,climb
819,climbed
820,close
821,closely
822,closer
823,closing
824,closing_expect
825,closing_price
826,closure
827,club
828,cnt
829,co
830,co_ge
831,co_ltd
832,co_plc
833,coal
834,coast
835,coastal
836,coca_cola
837,code
838,coffee
839,coincide
840,coke
841,cold
842,collapse
843,collective
844,colombia
845,colonial
846,colorado
847,columbia
848,combination
849,combine
850,comdata
851,come
852,comecon
853,comment
854,commerce
855,commerce_department
856,commerce_secretary
857,commercial
858,commercial_bank
859,commerzbank_ag
860,commission
861,commissioner
862,commit
863,commitment
864,committee
865,commodity
866,commodity_price
867,common
868,common_share
869,common_stock
870,commonwealth
871,communication
872,communication_corp
873,communication_inc
874,communique
875,community
876,compact
877,compagnie
878,company
879,company_petroleos
880,comparable
881,compare
882,comparison
883,compatible
884,compensate
885,compensation
886,compete
887,competition
888,competitive
889,competitiveness
890,competitor
891,complain
892,complaint
893,complete
894,complete_acquisition
895,complete_previously
896,complete_purchase
897,completely
898,completes
899,completes_acquisition
900,completes_purchase
901,completes_sale
902,completion
903,completion_transaction
904,complex
905,compliance
906,complicate
907,comply
908,component
909,composite
910,comprehensive
911,comprise
912,compromise
913,computer
914,computer_associate
915,computer_chip
916,computer_memory
917,computer_microchip
918,computerland
919,comsat
920,conable
921,conagra
922,concentrate
923,concept
924,concern
925,concerned
926,concert
927,concession
928,conclude
929,conclusion
930,concrete
931,condition
932,condition_receipt
933,conditional
934,conduct
935,conference
936,confidence
937,confident
938,confirm
939,confirms
940,conflict
941,conglomerate
942,congress
943,congressional
944,congressman
945,conn
946,connect
947,connecticut
948,connection
949,conoco
950,conrac
951,consecutive
952,consensus
953,consent
954,consent_decree
955,conservative
956,consider
957,considerable
958,considerably
959,consideration
960,considers
961,consist
962,consistent
963,consists
964,consolidate
965,consolidated
966,consolidation
967,consortium
968,constitute
969,construction
970,consult
971,consultation
972,consumer
973,consumer_good
974,consumer_product
975,consummate
976,consumption
977,contact
978,contain
979,container
980,contel
981,content
982,continental
983,continental_shelf
984,contingent
985,continuation
986,continue
987,continue_operate
988,continue_operation
989,continued
990,contract
991,contract_price
992,contractor
993,contrary
994,contrast
995,contribute
996,contribution
997,control
998,control_data
999,controversial
1000,conversion
1001,convert
1002,convert_stock
1003,convertible
1004,convertible_debenture
1005,convertible_prefer
1006,convertible_subordinate
1007,convince
1008,cool
1009,cooper
1010,cooperate
1011,cooperation
1012,cooperative
1013,coopervision
1014,coordinate
1015,coordination
1016,corby
1017,core
1018,core_business
1019,corn
1020,cornelissen
1021,corona
1022,corp
1023,corporate
1024,corporate_takeover
1025,corporation
1026,corporation_tax
1027,correct
1028,correction
1029,corrects
1030,correspond
1031,cosmetic
1032,cosmo
1033,cost
1034,cost_associate
1035,cost_reduction
1036,costly
1037,cotton
1038,could
1039,could_lead
1040,could_reach
1041,council
1042,counsel
1043,count
1044,counter
1045,country
1046,county
1047,couple
1048,coupon
1049,courier
1050,course
1051,court
1052,cover
1053,cp
1054,cpc
1055,cpc_international
1056,cra
1057,craft
1058,crane
1059,crash
1060,crazy_eddie
1061,create
1062,creation
1063,credibility
1064,credit
1065,credit_card
1066,credit_facility
1067,credit_guarantee
1068,credit_line
1069,creditanstalt
1070,creditor
1071,creek
1072,crew
1073,crisis
1074,critical
1075,criticise
1076,criticism
1077,crop
1078,cross
1079,crossland
1080,crown
1081,crucial
1082,crude
1083,crude_oil
1084,cruz
1085,csr
1086,ct
1087,ct_prior
1088,ctc
1089,cubic_foot
1090,cumulative
1091,cumulative_effect
1092,cumulative_prefer
1093,curb
1094,currency
1095,currency_option
1096,currency_stability
1097,currency_within
1098,current
1099,current_account
1100,current_level
1101,currently
1102,currently_hold
1103,curtail
1104,custom
1105,customer
1106,customer_repurchase
1107,cut
1108,cut_back
1109,cut_base
1110,cut_budget
1111,cut_prime
1112,cut_production
1113,cutback
1114,cyacq
1115,cyclops
1116,cyclops_corp
1117,cyclops_cyl
1118,daily
1119,daily_newspaper
1120,dairy
1121,dairy_farm
1122,dallas
1123,damage
1124,danforth
1125,danger
1126,daniel
1127,danish
1128,darman
1129,dart
1130,dart_group
1131,data
1132,data_card
1133,data_processing
1134,data_restate
1135,datacard
1136,datagraphix
1137,date
1138,datron
1139,david
1140,davis
1141,day
1142,day_bpd
1143,day_day
1144,day_repurchase
1145,dayton_hudson
1146,dd
1147,de
1148,de_clercq
1149,dead
1150,deadline
1151,deak_international
1152,deal
1153,deal_subject
1154,dealer
1155,dealing
1156,debartolo
1157,debate
1158,debenture
1159,debenture_due
1160,debit
1161,debt
1162,debt_crisis
1163,debt_equity
1164,debt_restructuring
1165,debtor
1166,dec
1167,dec_shr
1168,decade
1169,december
1170,decide
1171,decides
1172,decision
1173,declaration
1174,declare
1175,declare_initial
1176,declares
1177,declares_qtly
1178,decline
1179,decline_comment
1180,decline_identify
1181,decrease
1182,decree
1183,deep
1184,default
1185,defence
1186,defend
1187,defendant
1188,defense
1189,defense_electronics
1190,defensive
1191,defer
1192,deficit
1193,define
1194,definition
1195,definitive_agreement
1196,degree
1197,del
1198,delaware
1199,delay
1200,delayed
1201,delegate
1202,delegation
1203,delhi
1204,deliver
1205,delivery
1206,delors
1207,delta
1208,demand
1209,democrat
1210,democratic
1211,demonstrate
1212,denman
1213,dennis
1214,denver
1215,deny
1216,department
1217,department_justice
1218,department_store
1219,department_transportation
1220,depend
1221,dependence
1222,dependent
1223,depends
1224,deposit
1225,depreciation
1226,depressed
1227,depth
1228,deputy
1229,deregulate
1230,deregulation
1231,describe
1232,described
1233,design
1234,designate
1235,designer
1236,desire
1237,despite
1238,detail
1239,detailed
1240,deterioration
1241,determination
1242,determine
1243,deutsche
1244,deutsche_bank
1245,devaluation
1246,develop
1247,develop_country
1248,developed
1249,developer
1250,development
1251,device
1252,di
1253,diagnostic
1254,diamond_shamrock
1255,diaz
1256,dieter
1257,difference
1258,different
1259,differential
1260,difficult
1261,difficulty
1262,digiorgio
1263,digital
1264,dilute
1265,dilution
1266,diminish
1267,dinar
1268,diplomat
1269,direct
1270,direction
1271,directly
1272,director
1273,director_approve
1274,disappointed
1275,disaster
1276,disc
1277,disclose
1278,disclosure
1279,discontinue
1280,discontinue_operation
1281,discount
1282,discount_note
1283,discount_rate
1284,discover
1285,discovery
1286,discus
1287,discuss
1288,discussion
1289,dismiss
1290,disposal
1291,dispose
1292,disposition
1293,dispute
1294,disrupt
1295,disruption
1296,distillate
1297,distiller
1298,distort
1299,distribute
1300,distributes
1301,distribution
1302,distributor
1303,district
1304,div
1305,div_ct
1306,div_p
1307,div_qtly
1308,diversification
1309,diversified
1310,diversify
1311,divest
1312,divestiture
1313,divide
1314,dividend
1315,dividend_paid
1316,dividend_payable
1317,dividend_qtly
1318,dividend_requirement
1319,division
1320,dixon
1321,dixons
1322,dixons_group
1323,dlr
1324,dlr_charge
1325,dlr_per
1326,dlr_pretax
1327,dlr_provision
1328,dlr_tax
1329,dlr_writedown
1330,dlrs
1331,dlrs_bbl
1332,dna
1333,do
1334,document
1335,doe
1336,dollar
1337,dollar_fall
1338,dollar_yen
1339,dome
1340,dome_mine
1341,dome_petroleum
1342,domestic
1343,domestic_demand
1344,dominant
1345,dominion
1346,dominion_textile
1347,donald
1348,donaldson_lufkin
1349,door
1350,dot
1351,double
1352,doubt
1353,doubtful
1354,douglas
1355,dow
1356,downturn
1357,downward
1358,dr
1359,draft
1360,drain
1361,dram
1362,drastic
1363,draw
1364,drawn
1365,dresdner
1366,drexel_burnham
1367,drill
1368,drilling
1369,drive
1370,drop
1371,drought
1372,drug
1373,dry
1374,du_pont
1375,dubai
1376,dudley_taft
1377,due
1378,due_diligence
1379,due_low
1380,dumez
1381,dump
1382,dupont
1383,dutch
1384,duty
1385,dwt
1386,dynamic
1387,dynamic_corp
1388,e_f
1389,eagle
1390,earlier
1391,earlier_month
1392,earlier_report
1393,earlier_reporting
1394,earlier_today
1395,earlier_week
1396,early
1397,early_next
1398,early_retirement
1399,earn
1400,earnings
1401,earnings_exclude
1402,earnings_growth
1403,earnings_per
1404,earthquake
1405,ease
1406,easily
1407,east
1408,eastern
1409,eastman_kodak
1410,easy
1411,ec
1412,ec_commission
1413,ecgd
1414,echlin
1415,ecolab
1416,economic
1417,economic_cooperation
1418,economic_growth
1419,economic_policy
1420,economic_spotlight
1421,economics
1422,economist
1423,economy
1424,ecuador
1425,ecuadorean
1426,edelman
1427,edelman_dominion
1428,edelman_group
1429,edge
1430,education
1431,edward
1432,eep
1433,effect
1434,effective
1435,effective_april
1436,effective_immediately
1437,effective_march
1438,effective_today
1439,effectively
1440,efficiency
1441,efficient
1442,effort
1443,egypt
1444,eight
1445,eight_ct
1446,eighth
1447,either
1448,elaborate
1449,elder
1450,elect
1451,election
1452,electric
1453,electric_co
1454,electrical
1455,electro
1456,electronic
1457,electronic_good
1458,electronics
1459,electrospace
1460,element
1461,elevator
1462,eliminate
1463,elimination
1464,else
1465,elsewhere
1466,em
1467,emerge
1468,emergency
1469,emery
1470,emery_air
1471,emhart
1472,emirate
1473,emphasis
1474,emphasize
1475,empire
1476,employ
1477,employ_people
1478,employee
1479,employer
1480,employment
1481,enable
1482,encor
1483,encourage
1484,end
1485,end_dec
1486,end_december
1487,end_feb
1488,end_february
1489,end_jan
1490,end_january
1491,end_june
1492,end_march
1493,end_november
1494,end_october
1495,end_september
1496,endorse
1497,endotronics
1498,energy
1499,energy_development
1500,energy_future
1501,energy_mine
1502,energy_minister
1503,energy_ministry
1504,energy_secretary
1505,enforce
1506,enforcement
1507,engage
1508,engine
1509,engineer
1510,engineering
1511,england
1512,enhance
1513,enjoin
1514,enjoy
1515,enlarge
1516,enough
1517,enro
1518,ensure
1519,enter
1520,enter_agreement
1521,enter_definitive
1522,enter_letter
1523,enterprise
1524,enterprise_inc
1525,entertainment
1526,entertainment_marketing
1527,entire
1528,entirely
1529,entitle
1530,entity
1531,entry
1532,environment
1533,environmental
1534,equal
1535,equally
1536,equatorial
1537,equipment
1538,equitable
1539,equiticorp
1540,equity
1541,equivalent
1542,ericsson
1543,especially
1544,essential
1545,esso
1546,est
1547,establish
1548,estate
1549,estimate
1550,et
1551,etl
1552,europe
1553,european
1554,european_community
1555,european_currency
1556,european_monetary
1557,european_sugar
1558,evaluate
1559,evaluation
1560,evans
1561,even
1562,even_though
1563,event
1564,eventually
1565,ever
1566,evergo
1567,every
1568,everything
1569,evidence
1570,ex
1571,exact
1572,examine
1573,example
1574,exceed
1575,excellent
1576,except
1577,exception
1578,exceptional
1579,excess
1580,excessive
1581,exchange
1582,exchange_commission
1583,exchange_rate
1584,exchangeable
1585,exchangeable_prefer
1586,exchequer_transaction
1587,exclude
1588,exclude_extraordinary
1589,excludes
1590,excludes_extraordinary
1591,excludes_gain
1592,excludes_tax
1593,exclusive
1594,execute
1595,executive
1596,executive_officer
1597,executive_vice
1598,exempt
1599,exercisable
1600,exercise
1601,exercise_option
1602,exercise_price
1603,exist
1604,existence
1605,expand
1606,expansion
1607,expect
1608,expect_close
1609,expect_complete
1610,expect_report
1611,expectation
1612,expenditure
1613,expense
1614,expensive
1615,experience
1616,expert
1617,expiration
1618,expire
1619,expires
1620,explain
1621,explanation
1622,exploration
1623,exploration_development
1624,explore
1625,export
1626,export_subsidy
1627,exporter
1628,exposure
1629,express
1630,extend
1631,extend_offer
1632,extends
1633,extension
1634,extensive
1635,extent
1636,external
1637,extra
1638,extraordinary
1639,extraordinary_charge
1640,extraordinary_credit
1641,extraordinary_debit
1642,extraordinary_gain
1643,extraordinary_item
1644,extremely
1645,exxon
1646,exxon_corp
1647,eyskens
1648,face
1649,facilitate
1650,facility
1651,fact
1652,factor
1653,factory
1654,fail
1655,fails
1656,failure
1657,fair
1658,fair_trade
1659,fairchild
1660,fairchild_semiconductor
1661,fairly
1662,fall
1663,fall_dollar
1664,false
1665,family
1666,far
1667,far_east
1668,farm
1669,farmer
1670,fast
1671,fast_grow
1672,faster
1673,favor
1674,favorable
1675,favour
1676,favourable
1677,fbc
1678,fcc
1679,fcs
1680,fdic
1681,fear
1682,feb
1683,feb_net
1684,february
1685,fed
1686,federal
1687,federal_budget
1688,federal_communication
1689,federal_court
1690,federal_fund
1691,federal_government
1692,federal_home
1693,federal_reserve
1694,federal_saving
1695,federation
1696,fee
1697,feed
1698,feel
1699,fell
1700,fell_sharply
1701,felt
1702,fendt
1703,ferruzzi
1704,ferry
1705,few
1706,fhlbb
1707,fiber
1708,fiber_optic
1709,fibre
1710,fidelity
1711,field
1712,fifth
1713,fight
1714,figure
1715,figure_adjust
1716,figure_exclude
1717,figure_include
1718,figure_reflect
1719,figure_restate
1720,figure_show
1721,fildes
1722,file
1723,file_suit
1724,filing
1725,filing_security
1726,fill
1727,film
1728,final
1729,final_div
1730,final_dividend
1731,finalise
1732,finalize
1733,finally
1734,finance
1735,finance_minister
1736,finance_ministry
1737,financial
1738,financial_adviser
1739,financial_advisor
1740,financial_condition
1741,financial_corp
1742,financial_institution
1743,financial_resource
1744,financial_service
1745,financial_statement
1746,financially
1747,financier
1748,financing
1749,find
1750,fine
1751,finish
1752,fire
1753,firm
1754,firmer
1755,first
1756,first_boston
1757,first_city
1758,first_federal
1759,first_half
1760,first_interstate
1761,first_quarter
1762,first_time
1763,fiscal
1764,fiscal_year
1765,fisher
1766,fit
1767,fitness
1768,fitzwater
1769,five
1770,fix
1771,fix_asset
1772,fix_price
1773,fix_rate
1774,fla
1775,flag
1776,flat
1777,fleet
1778,fleet_financial
1779,flexibility
1780,flexible
1781,flight
1782,float
1783,float_rate
1784,flood
1785,floor
1786,florida
1787,flotation
1788,flow
1789,fluctuate
1790,fluctuation
1791,fly
1792,fm
1793,focus
1794,follow
1795,follow_maturity
1796,follow_similar
1797,food
1798,foodservice
1799,foot
1800,foothill
1801,footwear
1802,force
1803,ford
1804,ford_motor
1805,forecast
1806,forecast_shortage
1807,forecasting
1808,foreign
1809,foreign_competition
1810,foreign_currency
1811,foreign_debt
1812,foreign_exchange
1813,foreign_good
1814,foreign_ministry
1815,foreigner
1816,forest
1817,form
1818,formal
1819,formally
1820,formation
1821,former
1822,former_chairman
1823,formerly
1824,formula
1825,fort_worth
1826,fortune
1827,forward
1828,foster
1829,found
1830,foundation
1831,founder
1832,four
1833,four_ct
1834,fourth
1835,fourth_quarter
1836,fox
1837,framework
1838,franc
1839,france
1840,france_britain
1841,franchise
1842,frank
1843,frankfurt
1844,franklin
1845,fraud
1846,free
1847,free_income
1848,free_trade
1849,freedom
1850,freeze
1851,freight
1852,french
1853,french_finance
1854,french_franc
1855,french_government
1856,fresh
1857,friday
1858,friendly
1859,front
1860,frozen
1861,fruit
1862,fsb
1863,ftc
1864,fuel
1865,fujitsu
1866,fujitsu_ltd
1867,fulfil
1868,full
1869,full_house
1870,full_name
1871,full_year
1872,fully
1873,fully_dilute
1874,fund
1875,fundamental
1876,funding
1877,furniture
1878,future
1879,ga
1880,gabelli
1881,gaf
1882,gain
1883,gain_discontinue
1884,gallon
1885,galveston
1886,game
1887,gao
1888,gap
1889,garden
1890,gardini
1891,gardner
1892,gas
1893,gasoline
1894,gate_learjet
1895,gateway
1896,gathering
1897,gatt
1898,gatt_round
1899,gcc
1900,ge
1901,gear
1902,gelco
1903,gencorp
1904,gencorp_gy
1905,general
1906,general_agreement
1907,general_cargo
1908,general_cinema
1909,general_electric
1910,general_manager
1911,general_motor
1912,general_partner
1913,general_tire
1914,generally
1915,generate
1916,genetics
1917,geneva
1918,genova
1919,geodyne
1920,george
1921,georgia
1922,gephardt
1923,gerhard_stoltenberg
1924,german
1925,germany
1926,get
1927,giant
1928,gillette
1929,gilt
1930,giorgio
1931,give
1932,give_detail
1933,give_reason
1934,glass
1935,global
1936,globe
1937,gluck
1938,gm
1939,gmbh
1940,gmt
1941,gnp
1942,go
1943,go_ahead
1944,go_public
1945,goal
1946,gobert
1947,gold
1948,gold_mine
1949,golden
1950,goldman_sachs
1951,good
1952,goodwill
1953,goodyear
1954,goodyear_tire
1955,gordon
1956,gould
1957,government
1958,government_approval
1959,government_security
1960,governor
1961,gpu
1962,grace
1963,grade
1964,gradual
1965,gradually
1966,grain
1967,grant
1968,graphic
1969,great
1970,great_american
1971,great_western
1972,greatly
1973,greece
1974,green
1975,greenmail
1976,grey_market
1977,greyhound
1978,gros
1979,gross
1980,gross_national
1981,ground
1982,group
1983,group_lead
1984,group_plc
1985,group_turnover
1986,groupe
1987,grow
1988,grown
1989,growth
1990,gte
1991,gte_corp
1992,guarantee
1993,guaranteed
1994,guard
1995,guardian
1996,guide
1997,guideline
1998,guilder
1999,guinness
2000,gulf
2001,gulf_arab
2002,gulf_canada
2003,gulf_state
2004,gulf_western
2005,h_k
2006,halcyon
2007,half
2008,half_percentage
2009,half_point
2010,hall
2011,halt
2012,hamper
2013,han
2014,hand
2015,handle
2016,hanover
2017,hanson
2018,hanson_trust
2019,happen
2020,harbour
2021,harcourt
2022,harcourt_brace
2023,hard
2024,harder
2025,harm
2026,harper
2027,harper_row
2028,harris
2029,harris_upham
2030,hart_scott
2031,hartford
2032,harvest
2033,hawaiian
2034,hawkeye
2035,hawkins
2036,hayes
2037,hbj
2038,hbo
2039,head
2040,headline
2041,headquarter
2042,headquarters
2043,health
2044,health_care
2045,healthcare
2046,healthy
2047,heard
2048,hearing
2049,heart
2050,heat
2051,heavily
2052,heavy
2053,heck
2054,hedge
2055,heineken
2056,heinz
2057,held
2058,helicopter
2059,heller
2060,helmut
2061,help
2062,help_reduce
2063,henderson
2064,henkel
2065,henley
2066,henley_group
2067,henry
2068,herald_free
2069,herbert
2070,heritage
2071,hernandez
2072,hernandez_grisanti
2073,herrington
